Distance_m,Water depth (cm),Thaw depth (cm),Vegetation height (cm),Vegetation type,Micro- relief,Latitude,Longitude,Date,site_id,Table,Transect,Microrelief
34,2,41,17,M2,F,70.23158292432441,-148.457573,8/23/21,NIRPO_T8,A3.3,T8,
35,2,41,21,M2,F,70.23157871616309,-148.4575964,8/23/21,NIRPO_T8,A3.3,T8,
36,4,44,13,M2,F,70.23157450799872,-148.4576197,8/23/21,NIRPO_T8,A3.3,T8,
37,4,45,16,M2,F,70.2315703,-148.4576431,8/23/21,NIRPO_T8,A3.3,T8,
38,4,45,15,M2,F,70.23156609166085,-148.4576665,8/23/21,NIRPO_T8,A3.3,T8,
39,4,47,20,M2,F,70.23156188348736,-148.4576899,8/23/21,NIRPO_T8,A3.3,T8,
40,4,46,12,M2,F,70.23155767531082,-148.4577133,8/23/21,NIRPO_T8,A3.3,T8,
41,4,46,14,M2,F,70.23155346713125,-148.4577366,8/23/21,NIRPO_T8,A3.3,T8,
42,1,45,15,M4,F,70.23154925894863,-148.45776,8/23/21,NIRPO_T8,A3.3,T8,
43,3,42,23,M4,F,70.23154505076297,-148.4577834,8/23/21,NIRPO_T8,A3.3,T8,
44,3,46,18,M2,F,70.23154084257428,-148.4578068,8/23/21,NIRPO_T8,A3.3,T8,
45,5,42,18,M4,F,70.23153663438254,-148.4578302,8/23/21,NIRPO_T8,A3.3,T8,
46,3,45,19,M4,F,70.23153242618775,-148.4578536,8/23/21,NIRPO_T8,A3.3,T8,
47,5,44,18,M4,F,70.23152821798993,-148.4578769,8/23/21,NIRPO_T8,A3.3,T8,
48,3,46,16,M4,F,70.23152400978906,-148.4579003,8/23/21,NIRPO_T8,A3.3,T8,
49,5,44,17,M4,F,70.23151980158515,-148.4579237,8/23/21,NIRPO_T8,A3.3,T8,
50,7,42,16,M4,F,70.23151559,-148.4579471,8/23/21,NIRPO_T8,A3.3,T8,
51,5,46,17,M4,F,70.23151138516822,-148.4579705,8/23/21,NIRPO_T8,A3.3,T8,
52,3,43,16,M4,F,70.23150717695519,-148.4579938,8/23/21,NIRPO_T8,A3.3,T8,
53,3,45,17,M4,F,70.23150296873912,-148.4580172,8/23/21,NIRPO_T8,A3.3,T8,
54,2,50,15,M4,F,70.23149876,-148.4580406,8/23/21,NIRPO_T8,A3.3,T8,
55,7,45,17,M4,F,70.23149455229785,-148.458064,8/23/21,NIRPO_T8,A3.3,T8,
56,6,45,19,M4,F,70.23149034407265,-148.4580874,8/23/21,NIRPO_T8,A3.3,T8,
57,7,47,15,M4,F,70.23148613584442,-148.4581107,8/23/21,NIRPO_T8,A3.3,T8,
58,8,48,16,M4,F,70.23148192761315,-148.4581341,8/23/21,NIRPO_T8,A3.3,T8,
59,7,46,16,M4,F,70.23147771937883,-148.4581575,8/23/21,NIRPO_T8,A3.3,T8,
60,3,44,15,M4,F,70.23147351114147,-148.4581809,8/23/21,NIRPO_T8,A3.3,T8,
61,4,41,16,M4,F,70.23146930290106,-148.4582043,8/23/21,NIRPO_T8,A3.3,T8,
62,1,41,15,M2,F,70.23146509465762,-148.4582277,8/23/21,NIRPO_T8,A3.3,T8,
63,3,40,15,M4,F,70.23146088641113,-148.458251,8/23/21,NIRPO_T8,A3.3,T8,
64,0,40,16,M4,F,70.23145667816162,-148.4582744,8/23/21,NIRPO_T8,A3.3,T8,
65,3,37,18,M2,F,70.23145246990904,-148.4582978,8/23/21,NIRPO_T8,A3.3,T8,
66,1,43,19,M2,F,70.23144826165344,-148.4583212,8/23/21,NIRPO_T8,A3.3,T8,
67,4,43,17,M4,F,70.23144405,-148.4583446,8/23/21,NIRPO_T8,A3.3,T8,
68,4,45,19,M4,F,70.23143984513311,-148.4583679,8/23/21,NIRPO_T8,A3.3,T8,
69,3,43,18,M2,F,70.23143563686837,-148.4583913,8/23/21,NIRPO_T8,A3.3,T8,
70,4,47,16,M4,F,70.23143143,-148.4584147,8/23/21,NIRPO_T8,A3.3,T8,
71,4,46,16,M4,F,70.23142722032979,-148.4584381,8/23/21,NIRPO_T8,A3.3,T8,
72,2,45,19,M4,F,70.23142301205593,-148.4584615,8/23/21,NIRPO_T8,A3.3,T8,
73,4,40,15,M4,F,70.23141880377904,-148.4584848,8/23/21,NIRPO_T8,A3.3,T8,
74,1,46,14,M2,F,70.2314146,-148.4585082,8/23/21,NIRPO_T8,A3.3,T8,
75,0,50,16,M2,H,70.23141038721612,-148.4585316,8/23/21,NIRPO_T8,A3.3,T8,
76,1,46,14,M4,F,70.23140618,-148.458555,8/23/21,NIRPO_T8,A3.3,T8,
77,2,43,15,M2,F,70.23140197064104,-148.4585784,8/23/21,NIRPO_T8,A3.3,T8,
78,1,44,15,M2,F,70.23139776234893,-148.4586017,8/23/21,NIRPO_T8,A3.3,T8,
79,5,37,19,M4,T,70.23139355,-148.4586251,8/23/21,NIRPO_T8,A3.3,T8,
80,1,43,16,M2,F,70.23138934575562,-148.4586485,8/23/21,NIRPO_T8,A3.3,T8,
81,0,43,16,M2,F,70.23138513745438,-148.4586719,8/23/21,NIRPO_T8,A3.3,T8,
82,0,45,16,M2,F,70.23138092915012,-148.4586953,8/23/21,NIRPO_T8,A3.3,T8,
83,0,44,19,M2,F,70.23137672084282,-148.4587187,8/23/21,NIRPO_T8,A3.3,T8,
84,0,44,18,M2,F,70.23137251253246,-148.458742,8/23/21,NIRPO_T8,A3.3,T8,
85,0,43,19,M2,F,70.23136830421907,-148.4587654,8/23/21,NIRPO_T8,A3.3,T8,
86,0,41,19,M2,F,70.23136409590265,-148.4587888,8/23/21,NIRPO_T8,A3.3,T8,
87,0,41,15,M2,F,70.23135988758317,-148.4588122,8/23/21,NIRPO_T8,A3.3,T8,
88,0,44,13,M2,F,70.23135567926066,-148.4588356,8/23/21,NIRPO_T8,A3.3,T8,
89,0,40,13,M2,F,70.23135147,-148.4588589,8/23/21,NIRPO_T8,A3.3,T8,
90,0,38,15,U4,F,70.23134726,-148.4588823,8/23/21,NIRPO_T8,A3.3,T8,
91,0,37,12,U4,F,70.23134305427487,-148.4589057,8/23/21,NIRPO_T8,A3.3,T8,
92,0,35,5,U4,F,70.23133885,-148.4589291,8/23/21,NIRPO_T8,A3.3,T8,
93,0,31,10,U3,B,70.23133463760247,-148.4589525,8/23/21,NIRPO_T8,A3.3,T8,
94,0,36,8,U10,B,70.23133043,-148.4589758,8/23/21,NIRPO_T8,A3.3,T8,
95,0,34,8,U10,B,70.23132622091791,-148.4589992,8/23/21,NIRPO_T8,A3.3,T8,
96,0,37,9,U10,B,70.23132201257107,-148.4590226,8/23/21,NIRPO_T8,A3.3,T8,
97,0,32,10,U10,B,70.23131780422119,-148.459046,8/23/21,NIRPO_T8,A3.3,T8,
98,0,32,8,U4,F,70.23131359586826,-148.4590694,8/23/21,NIRPO_T8,A3.3,T8,
99,0,33,16,U4,F,70.23130939,-148.4590927,8/23/21,NIRPO_T8,A3.3,T8,
100,0,35,15,U4,F,70.23130517915328,-148.4591161,8/23/21,NIRPO_T8,A3.3,T8,
101,0,37,12,U4,F,70.23130097079124,-148.4591395,8/23/21,NIRPO_T8,A3.3,T8,
102,0,39,9,M2,F,70.23129676242614,-148.4591629,8/23/21,NIRPO_T8,A3.3,T8,
103,0,42,11,M2,F,70.23129255405802,-148.4591863,8/23/21,NIRPO_T8,A3.3,T8,
104,0,43,12,M2,F,70.23128834568683,-148.4592097,8/23/21,NIRPO_T8,A3.3,T8,
105,0,43,15,M2,F,70.23128413731263,-148.459233,8/23/21,NIRPO_T8,A3.3,T8,
106,0,44,16,M2,F,70.23127992893538,-148.4592564,8/23/21,NIRPO_T8,A3.3,T8,
107,0,41,12,M2,F,70.23127572055508,-148.4592798,8/23/21,NIRPO_T8,A3.3,T8,
108,0,39,15,M2,F,70.23127151217174,-148.4593032,8/23/21,NIRPO_T8,A3.3,T8,
109,0,40,17,M2,F,70.23126730378536,-148.4593266,8/23/21,NIRPO_T8,A3.3,T8,
110,0,38,16,M2,F,70.23126309539595,-148.4593499,8/23/21,NIRPO_T8,A3.3,T8,
111,0,39,19,M2,F,70.23125888700348,-148.4593733,8/23/21,NIRPO_T8,A3.3,T8,
112,0,40,11,M2,F,70.23125467860798,-148.4593967,8/23/21,NIRPO_T8,A3.3,T8,
113,0,40,15,M2,F,70.23125047020943,-148.4594201,8/23/21,NIRPO_T8,A3.3,T8,
114,0,42,14,M2,F,70.23124626180785,-148.4594435,8/23/21,NIRPO_T8,A3.3,T8,
115,0,40,10,M2,F,70.23124205340324,-148.4594668,8/23/21,NIRPO_T8,A3.3,T8,
116,0,43,16,M2,F,70.23123784499556,-148.4594902,8/23/21,NIRPO_T8,A3.3,T8,
117,1,41,18,M2,F,70.23123363658486,-148.4595136,8/23/21,NIRPO_T8,A3.3,T8,
118,1,43,16,M2,F,70.23122943,-148.459537,8/23/21,NIRPO_T8,A3.3,T8,
119,3,39,20,M2,F,70.23122521975432,-148.4595604,8/23/21,NIRPO_T8,A3.3,T8,
120,0,45,18,M2,F,70.23122101,-148.4595837,8/23/21,NIRPO_T8,A3.3,T8,
121,2,41,17,M2,F,70.23121680291162,-148.4596071,8/23/21,NIRPO_T8,A3.3,T8,
122,2,40,15,M2,F,70.23121259448571,-148.4596305,8/23/21,NIRPO_T8,A3.3,T8,
123,0,42,16,M2,F,70.23120838605675,-148.4596539,8/23/21,NIRPO_T8,A3.3,T8,
124,1,41,16,M2,F,70.23120417762476,-148.4596773,8/23/21,NIRPO_T8,A3.3,T8,
125,1,40,14,M2,F,70.23119996918972,-148.4597006,8/23/21,NIRPO_T8,A3.3,T8,
126,0,41,20,M2,F,70.23119576075165,-148.459724,8/23/21,NIRPO_T8,A3.3,T8,
127,0,40,17,M2,F,70.23119155231052,-148.4597474,8/23/21,NIRPO_T8,A3.3,T8,
128,1,41,18,M2,F,70.23118734386637,-148.4597708,8/23/21,NIRPO_T8,A3.3,T8,
129,1,41,13,M2,F,70.23118313541916,-148.4597942,8/23/21,NIRPO_T8,A3.3,T8,
130,1,42,15,M4,F,70.23117892696892,-148.4598175,8/23/21,NIRPO_T8,A3.3,T8,
131,2,41,13,M2,F,70.23117471851565,-148.4598409,8/23/21,NIRPO_T8,A3.3,T8,
132,1,43,14,M2,F,70.23117051005931,-148.4598643,8/23/21,NIRPO_T8,A3.3,T8,
133,1,43,16,M2,F,70.23116630159996,-148.4598877,8/23/21,NIRPO_T8,A3.3,T8,
134,1,40,13,M2,F,70.23116209313754,-148.4599111,8/23/21,NIRPO_T8,A3.3,T8,
135,0,35,15,U4,B,70.23115788,-148.4599345,8/23/21,NIRPO_T8,A3.3,T8,
136,1,41,16,M2,F,70.23115368,-148.4599578,8/23/21,NIRPO_T8,A3.3,T8,
137,1,42,17,M2,F,70.23114946773208,-148.4599812,8/23/21,NIRPO_T8,A3.3,T8,
138,0,46,18,M2,F,70.23114525925752,-148.4600046,8/23/21,NIRPO_T8,A3.3,T8,
139,1,42,17,M2,F,70.23114105,-148.460028,8/23/21,NIRPO_T8,A3.3,T8,
140,2,42,16,M4,F,70.23113684229925,-148.4600514,8/23/21,NIRPO_T8,A3.3,T8,
141,3,43,12,M4,F,70.23113263381555,-148.4600747,8/23/21,NIRPO_T8,A3.3,T8,
142,2,42,10,M4,F,70.23112842532882,-148.4600981,8/23/21,NIRPO_T8,A3.3,T8,
143,3,42,9,M4,F,70.23112421683904,-148.4601215,8/23/21,NIRPO_T8,A3.3,T8,
144,0,44,18,U2,F,70.23112000834622,-148.4601449,8/23/21,NIRPO_T8,A3.3,T8,
145,3,40,13,M4,F,70.23111579985037,-148.4601683,8/23/21,NIRPO_T8,A3.3,T8,
146,6,40,19,M4,F,70.23111159135146,-148.4601916,8/23/21,NIRPO_T8,A3.3,T8,
147,4,42,17,M4,F,70.23110738284953,-148.460215,8/23/21,NIRPO_T8,A3.3,T8,
148,3,41,12,M4,F,70.23110317434455,-148.4602384,8/23/21,NIRPO_T8,A3.3,T8,
149,6,42,13,M4,F,70.23109896583652,-148.4602618,8/23/21,NIRPO_T8,A3.3,T8,
150,9,40,13,M4,F,70.23109475732547,-148.4602852,8/23/21,NIRPO_T8,A3.3,T8,
151,5,40,14,M4,F,70.23109054881135,-148.4603085,8/23/21,NIRPO_T8,A3.3,T8,
152,4,41,18,M4,F,70.23108634029421,-148.4603319,8/23/21,NIRPO_T8,A3.3,T8,
153,4,40,17,M4,F,70.23108213177403,-148.4603553,8/23/21,NIRPO_T8,A3.3,T8,
154,5,42,11,M4,F,70.23107792325081,-148.4603787,8/23/21,NIRPO_T8,A3.3,T8,
155,5,38,19,M4,F,70.23107371472453,-148.4604021,8/23/21,NIRPO_T8,A3.3,T8,
156,5,41,12,M4,F,70.23106950619523,-148.4604254,8/23/21,NIRPO_T8,A3.3,T8,
157,1,42,15,M4,F,70.23106529766287,-148.4604488,8/23/21,NIRPO_T8,A3.3,T8,
158,2,43,17,M4,F,70.23106108912748,-148.4604722,8/23/21,NIRPO_T8,A3.3,T8,
159,2,43,16,M4,F,70.23105688058905,-148.4604956,8/23/21,NIRPO_T8,A3.3,T8,
160,2,43,19,M4,F,70.23105267204758,-148.460519,8/23/21,NIRPO_T8,A3.3,T8,
161,4,41,12,M4,F,70.23104846350306,-148.4605423,8/23/21,NIRPO_T8,A3.3,T8,
162,1,43,15,M4,F,70.23104425495549,-148.4605657,8/23/21,NIRPO_T8,A3.3,T8,
163,4,41,17,M4,F,70.23104005,-148.4605891,8/23/21,NIRPO_T8,A3.3,T8,
164,2,42,18,M4,F,70.23103583785127,-148.4606125,8/23/21,NIRPO_T8,A3.3,T8,
165,0,43,15,M4,F,70.23103162929459,-148.4606359,8/23/21,NIRPO_T8,A3.3,T8,
166,0,41,18,M2,F,70.23102742073486,-148.4606592,8/23/21,NIRPO_T8,A3.3,T8,
167,0,40,17,M4,F,70.23102321,-148.4606826,8/23/21,NIRPO_T8,A3.3,T8,
168,1,43,12,M4,F,70.231019,-148.460706,8/23/21,NIRPO_T8,A3.3,T8,
169,2,40,13,M4,F,70.23101479503747,-148.4607294,8/23/21,NIRPO_T8,A3.3,T8,
170,1,41,10,M4,F,70.23101058646557,-148.4607528,8/23/21,NIRPO_T8,A3.3,T8,
171,0,43,9,M4,F,70.23100637789065,-148.4607761,8/23/21,NIRPO_T8,A3.3,T8,
172,0,41,12,M4,F,70.23100216931269,-148.4607995,8/23/21,NIRPO_T8,A3.3,T8,
173,0,42,15,M4,F,70.23099796073168,-148.4608229,8/23/21,NIRPO_T8,A3.3,T8,
174,0,44,16,M4,F,70.23099375214764,-148.4608463,8/23/21,NIRPO_T8,A3.3,T8,
175,0,44,18,M4,F,70.23098954356054,-148.4608697,8/23/21,NIRPO_T8,A3.3,T8,
176,1,40,17,M2,F,70.23098533497041,-148.460893,8/23/21,NIRPO_T8,A3.3,T8,
177,1,42,17,M2,F,70.23098112637723,-148.4609164,8/23/21,NIRPO_T8,A3.3,T8,
178,1,39,18,M4,F,70.23097691778102,-148.4609398,8/23/21,NIRPO_T8,A3.3,T8,
179,0,45,18,M4,F,70.23097270918177,-148.4609632,8/23/21,NIRPO_T8,A3.3,T8,
180,0,44,11,M4,F,70.23096850057948,-148.4609866,8/23/21,NIRPO_T8,A3.3,T8,
181,3,42,13,M4,F,70.23096429197415,-148.4610099,8/23/21,NIRPO_T8,A3.3,T8,
182,2,41,12,M4,F,70.23096008336577,-148.4610333,8/23/21,NIRPO_T8,A3.3,T8,
183,4,40,13,M4,F,70.23095587475436,-148.4610567,8/23/21,NIRPO_T8,A3.3,T8,
184,1,43,9,M4,F,70.23095166613989,-148.4610801,8/23/21,NIRPO_T8,A3.3,T8,
185,3,42,13,M4,F,70.23094745752239,-148.4611035,8/23/21,NIRPO_T8,A3.3,T8,
186,2,44,13,M4,F,70.23094324890185,-148.4611268,8/23/21,NIRPO_T8,A3.3,T8,
187,1,42,15,M4,F,70.23093904027827,-148.4611502,8/23/21,NIRPO_T8,A3.3,T8,
188,1,44,9,M4,F,70.23093483165165,-148.4611736,8/23/21,NIRPO_T8,A3.3,T8,
189,2,38,16,M4,F,70.23093062302199,-148.461197,8/23/21,NIRPO_T8,A3.3,T8,
190,1,37,15,M4,F,70.23092641438927,-148.4612204,8/23/21,NIRPO_T8,A3.3,T8,
191,0,42,15,M4,F,70.23092220575353,-148.4612437,8/23/21,NIRPO_T8,A3.3,T8,
192,1,43,17,M4,F,70.23091799711474,-148.4612671,8/23/21,NIRPO_T8,A3.3,T8,
193,3,43,18,M4,F,70.23091378847292,-148.4612905,8/23/21,NIRPO_T8,A3.3,T8,
194,0,46,10,M4,F,70.23090957982805,-148.4613139,8/23/21,NIRPO_T8,A3.3,T8,
195,4,42,12,M4,F,70.23090537118014,-148.4613373,8/23/21,NIRPO_T8,A3.3,T8,
196,2,44,13,M4,F,70.23090116,-148.4613606,8/23/21,NIRPO_T8,A3.3,T8,
197,3,42,16,M4,F,70.23089695,-148.461384,8/23/21,NIRPO_T8,A3.3,T8,
198,2,42,15,M4,F,70.23089274521817,-148.4614074,8/23/21,NIRPO_T8,A3.3,T8,
199,5,41,16,M4,F,70.23088854,-148.4614308,8/23/21,NIRPO_T8,A3.3,T8,
200,4,31,15,M4,F,70.23088432789498,-148.4614542,8/23/21,NIRPO_T8,A3.3,T8,
