SiteIDYear,SiteID,SiteIDShort,SiteIDFld,Project,Date,Time,Year,ObservEnv,ObservVeg,ObservSoil,ObservWat,ObservDLog,ObservOther,LocBiome,LocEcoregion,LocLandmark,LocCode,LatWGS84,LonWGS84,ElevEllip_m,LatNAD83-11,LonNAD83-11,ElevOrtho_m,ElevMeth,PlotType,PlotSize_m,PlotRepeat,PlotPhotos,PlotVegID,PlotSoilID,PlotWatID,PlotDlogID,Treatment,TreatAggr,Physiog,Slope_deg,Aspect_deg,Aspect_Card,GeomSurfFld,GeomSurfFnl,GeomSurfAlt,GeomSubFld,GeomSubFnl,GeomSurfSub,GeomDom,GeomAggr,TopoMacro,TopoMicro,TopoRelief_cm,TopoDepress_m,TkarstType,TKarstStage,TKarstStageAlt,SurfRockPct,SurfFrostScarPct,WaterDep_cm,WaterAbvBlw,WaterSat30,WaterRegNWI,WaterpH,WaterEC_uScm,SoilpH10,SoilpH40,SoilpHGrad,SoilEC10_uScm,SitepH,SiteEC_uScm,SiteChem,SoilMotlDep_cm,SoilGleyDep_cm,SoilDrainage,SoilMoisture,SoilHydric,SoilOrgSurfThk_cm,SoilOrgCum40_cm,SoilOrgPostTK_cm,SoilTxtMin40,SoilTxtDom40,SoilSiltThk_cm,SoilRockDep_cm,SoilThawDep_cm,SoilFrostBot_cm,SoilCryoturb,SoilPFrost,SoilIceWdgDep_cm,SoilObsDep_cm,SoilStrat,SoilSamples,SoilMethod,SoilClassFld,SoilClassFnl,SoilClassEd,SoilLandscape,VegClass4Fld,VegClass4Fnl,VegClass4Alt,VegStruct,VegDomSpec,VegFlorClass,VegMethod,VegQual,DisturbClass,DisturbYear,DisturbInterv,EcotypeFld,EcotypeLvl8,Wetland,NotesFld,NotesOff,ClimMAAT_C,ClimMAP_mm,ClimMethod,DataRevEnv,DataRevSoil,DataRevVeg,DataOrigin,OutlierEnv,OutlierVeg,References,WaterStore_m,CarbStock_kgm2,CarbWat_SumDepth,CarbStock_PostTK_kgm2,FolderPath,FolderStatus,WebSiteUploadTxt
HV-TAPS-Gully-2021,HV-TAPS-Gully,Sag EVA RTS,,NSF Upper Permafrost,6/22/21 0:00,,2021,Jorgenson,n,Kanev-Jorg-Shur,n,n,n,A,Brooks Foothills,Sagwon,SAG,69.07,-148.81,354,0,0,0,GPS-recr,Photo,NA,1,y,nd,na,na,na,nd,nd,U,999,999,,nd,ND,nd,nd,nd,ND/nd,ND,nd,ND,ND,999,0,ND,ND,nd,0.1,999,999,u,u,Nsa,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,0,U,U,9999,9999,999,999,u,p,999,9999,N,n,n,nd,nd,nd,AUU,nd,nd,nd,nd,nd,nd,nd,nd,Ngt,0,0,nd,nd,U,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-TAPS-Gully,photos,9/28/22
HV-WT1-1-2021,HV-WT1-1,WT1-1,,NSF Upper Permafrost,6/21/21 0:00,,2021,Jorgenson,Jorgenson,Jorgenson-kanev-shur,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.14,-148.84,304,0,0,0,GPS-recr,Perm-Soil-Veg,5 m rad,1,y,HV-WT1-1-2021,HV-WT1-1-2021,na,na,nd,nd,L,5,140,,Fw,Gmo,Gmo,Gmo,Gmo,Gmo/Gmo,Gmo,Gto,Slc,Dt,30,999,nd,ud,nd,0,0,-5,b,y,Nsa,5.6,117,5.5,5.1,0.4,96,5.6,56,c,999,999,p,w,y,22,26,999,L,o,75,115,22,999,p,p,999,116,y,y,LS,nd,nd,nd,ALo,Slobw,Slobw,Slcbw,SL,betgla salpul vaculi leddec sphag carbig. aulpal sphag,nd,o,p,a,0,0,LowcLS,nd,u,"watertrack 10 m wide domed in middle, plot in center",,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-WT1-1,photos,9/28/22
HV-WT1-2-2021,HV-WT1-2,WT1-2,,NSF Upper Permafrost,6/21/21 0:00,,2021,Jorgenson,Jorgenson,Jorgenson-kanev-shur,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.14,-148.84,304,0,0,0,GPS-recr,Perm-Soil-Veg,2 m rad,1,y,HV-WT1-2-2021,HV-WT1-2-2021,na,na,nd,nd,L,5,140,,Fw,Gmo,Gmo,Gmo,Gmo,Gmo/Gmo,Gmo,Gto,Slc,Dt,30,999,nd,ud,nd,0,0,-5,b,y,Nsa,5.9,68,0,0,99,0,5.9,84,c,999,999,Pv,w,y,22,26,999,L,o,0,9999,22,999,p,p,999,73,y,n,LS,nd,nd,nd,ALo,Hgmte,Hgmte,Slcbw,SK,betnan salpul erivag carbig. aulpal sphag,nd,o,p,a,0,0,LowcMT,nd,u,watertrack  edge. 4 m from center.,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-WT1-2,photos,9/28/22
HV-WT1-3-2021,HV-WT1-3,WT1-3,,NSF Upper Permafrost,6/22/21 0:00,,2021,Jorgenson,Jorgenson,Jorgenson-kanev-shur,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.14,-148.84,307,0,0,0,GPS-recr,Perm-Soil-Veg,2 m rad,1,y,HV-WT1-3-2021,HV-WT1-3-2021,na,na,nd,nd,U,5,140,,Fw,Gmo,Gmo,Gmo,Gmo,Gmo/Gmo,Gmo,Gto,Suv,Ff,30,999,nd,ud,nd,0,0,-18,b,y,Nsa,0,0,4.7,6.1,-1.4,56,4.7,56,x,999,999,Ps,m,y,35,37,999,L,o,0,90,18,999,p,p,999,90,y,y,LS,Gtah,nd,nd,AUo,Hgmte,Hgmte,Hgmte,MT,erivag betnan salpul salgla leddec carbig aulpal hylspl,nd,o,p,a,0,0,UomxMT,nd,u,tussuck tundra 3 m from edge of tracks. 7 m from center,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-WT1-3,photos,9/28/22
HV-WT1-4-2021,HV-WT1-4,WT1-4,,NSF Upper Permafrost,6/22/21 0:00,,2021,Jorgenson,Jorgenson,Jorgenson-kanev-shur,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.14,-148.84,303,0,0,0,GPS-recr,Perm-Soil-Veg,2 m rad,1,y,HV-WT1-4-2021,HV-WT1-4-2021,na,na,nd,nd,L,7,140,,Ell,Ell,Gmo,Gmo,Gmo,Ell/Gmo,Gmo,Gto,Slc,Dt,30,999,ud,ud,nd,0,0,-2,b,y,Nsa,5.9,33,5.9,5,0.9,84,5.9,33,c,999,999,Pv,w,y,8,12,999,L,L,71,80,21,999,p,p,999,65,y,y,LS,Gtat,nd,nd,ALL,Slcbw,Slcbw,slobw,SL,betgla salpul vaculi leddec sphag carbig. aulpal sphag,nd,o,p,a,0,0,LLwcLS,nd,u,2 m from center,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-WT1-4,photos,9/28/22
HV-WT1-5-2021,HV-WT1-5,WT1-5,,NSF Upper Permafrost,6/22/21 0:00,,2021,Jorgenson,Jorgenson,Jorgenson-kanev-shur,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.14,-148.84,303,0,0,0,GPS-recr,Perm-Soil-Veg,2 m rad,1,y,HV-WT1-5-2021,HV-WT1-5-2021,na,na,nd,nd,L,7,142,,Ell,Ell,Gmo,Gmo,Gmo,Ell/Gmo,Gmo,Gto,Slc,Dt,30,999,ud,ud,nd,0,0,-5,b,y,Nsa,6,50,5.5,5.9,-0.4,55,6,50,c,999,999,Pv,w,y,8,11,999,L,L,46,65,8,999,p,p,999,84,y,y,LS,Gtat,nd,nd,ALL,Slcbw,Slcbw,slobw,SL,betgla salpul vaculi leddec sphag carbig. aulpal sphag,nd,o,p,a,0,0,LLwcLS,nd,u,10 m uphill from site 1,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-WT1-5,photos,9/28/22
HV-WT2-1-2021,HV-WT2-1,WT2-1,,NSF Upper Permafrost,6/24/21 0:00,,2021,Jorgenson,Jorgenson,Jorgenson-shur,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.14,-148.84,305,0,0,0,GPS-recr,Perm-Soil-Veg,0.3 m rad,1,y,Need,HV-WT2-1-2021,na,na,nd,nd,R,7,110,,Fw,Gmo,Gmo,Gmo,Gmo,Gmo/Gmo,Gmo,Gto,Slc,Dt,0,999,nd,ud,nd,0,0,9,a,y,Np,5.6,26,0,0,99,0,5.6,26,c,999,999,F,a,y,1,35,999,L,o,2,38,33,999,p,p,999,38,y,n,LS,Gtah,nd,nd,ARo,Wf,Wf,Wf,RW,none,nd,o,d,a,0,0,RoacRW,nd,U,tiny stream in water track. 2 cores from stream.,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-WT2-1,photos,9/28/22
HV-WT2-1-2021b,HV-WT2-1b,WT2-1b,,NSF Upper Permafrost,6/24/21 0:00,,2021,Jorgenson,Jorgenson,Jorgenson-shur,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.14,-148.84,305,0,0,0,GPS-recr,Perm-Soil,0.3 m rad,1,y,nd,HV-WT2-1b-2021,na,na,nd,nd,R,7,110,,Fw,Gmo,Gmo,Gmo,Gmo,Gmo/Gmo,Gmo,Gto,Slc,Dt,0,999,nd,ud,nd,0,0,9,a,y,Np,5.6,26,0,0,99,0,5.6,26,c,999,999,F,a,y,1,35,999,L,o,2,38,26,999,p,p,999,47,y,n,LS,Gtah,nd,nd,ARo,Wf,Wf,Wf,RW,none,nd,o,d,a,0,0,RoacRW,nd,U,tiny stream in water track. 2 cores from stream.,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-WT2-1,photos,11/22/23
HV-WT2-2-2021,HV-WT2-2,WT2-2,,NSF Upper Permafrost,6/24/21 0:00,,2021,Jorgenson,Jorgenson,Jorgenson-shur,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.14,-148.84,310,0,0,0,GPS-recr,Perm-Soil-Veg,2 m rad,1,y,HV-WT2-2-2021,HV-WT2-2-2021,na,na,nd,nd,L,7,110,,Fw,Gmo,Gmo,Gmo,Gmo,Gmo/Gmo,Gmo,Gto,Slc,Dt,20,999,nd,ud,nd,0,0,-12,b,y,Nsa,5.8,76,0,0,99,0,5.8,76,c,999,999,p,w,y,1,28,999,L,o,4,30,27,999,p,p,999,30,y,n,LS,Gtah,nd,nd,ALo,Slow,Slow,slcw,SL,nd,nd,o,d,Ngt,0,0,LowcLS,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-WT2-2,photos,9/28/22
HV-WT2-3-2021,HV-WT2-3,WT2-3,,NSF Upper Permafrost,6/24/21 0:00,,2021,Jorgenson,Jorgenson,Jorgenson-shur,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.14,-148.84,310,0,0,0,GPS-recr,Perm-Soil-Veg,3 m rad,1,y,HV-WT2-3-2021,HV-WT2-3-2021,na,na,nd,nd,L,7,110,,Ell,Ell,Fw,Gmo,Gmo,Ell/Gmo,Gmo,Gto,Slc,Dt,20,999,ud,ud,nd,0,0,-21,b,y,Nsa,0,0,5.2,5.7,-0.5,20,5.2,5.2,a,999,999,Ps,m,y,8,12,999,L,L,42,65,18,999,p,p,999,88,y,y,LS,Gtat,nd,nd,ALL,Slcbe,Slcbe,Slobe,SL,nd,nd,o,d,a,0,0,LLmaLS,nd,u,13m W of site 1,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-WT2-3,photos,9/28/22
HV-WT2-4-2021,HV-WT2-4,WT2-4,,NSF Upper Permafrost,6/24/21 0:00,,2021,Jorgenson,Jorgenson,Jorgenson-shur,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.14,-148.84,309,0,0,0,GPS-recr,Perm-Soil-Veg,3 m rad,1,y,HV-WT2-4-2021,HV-WT2-4-2021,na,na,nd,nd,L,7,110,,Ell,Ell,Fw,Gmo,Gmo,Ell/Gmo,Gmo,Gto,Slc,Dt,30,999,ud,ud,nd,0,0,-8,b,y,Nsa,0,0,5.5,5.4,0.1,26,5.5,26,a,999,999,Ps,m,y,8,13,999,L,L,67,84,19,999,p,p,999,52,y,y,LS,Gtat,nd,nd,ALL,Slcbe,Slcbe,Slobe,SL,nd,nd,o,d,a,0,0,LLmaLS,nd,U,18m W of site 1,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-WT2-4,photos,9/28/22
HV-WT2-5-2021,HV-WT2-5,WT2-5,,NSF Upper Permafrost,6/24/21 0:00,,2021,Jorgenson,Jorgenson,Jorgenson-shur,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.14,-148.84,311,0,0,0,GPS-recr,Perm-Soil-Veg,3 m rad,1,y,HV-WT2-5-2021,HV-WT2-5-2021,na,na,nd,nd,U,7,110,,Gmo,Gmo,Gom,Gmo,Gmo,Gmo/Gmo,Gmo,Gto,Suv,Fh,30,999,nd,ud,nd,0,0.5,-20,b,y,Nsa,0,0,5.7,6.1,-0.4,56,5.7,56,a,999,999,Ps,m,y,8,13,999,L,L,67,84,19,999,p,p,999,56,y,y,LS,Gtat,nd,nd,AUL,Slcbe,Slcbe,Slobe,SL,nd,nd,o,d,a,0,0,ULmaLS,nd,u,need to finish from sheet,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV-WT2-5,photos,9/28/22
HV1-2019,HV1,HV1,HV1-2019,NSF Upper Permafrost,7/7/19 0:00,1430,2019,Jorgenson,Jorgenson,Jorgenson,n,n,n,A,Brooks Foothills,Happy Valley,HV,69.17,-148.83,304.87,,,0,GPS-recr,Perm-Soil-Veg,5m rad,1,y,HV1,HV1-2019,na,na,nd,nd,L,0,9,,nd,Ldic,nd,Elui,Elui,Ldic/Elui,Ldic,nd,B,Phl,50,999,BA,ND,nd,0,0,22,b,y,Nsa,0,0,5.5,0,99,306,5.5,306,c,999,999,ps,m,y,22,22,0,p,p,9999,9999,21,999,a,p,168,215,y,y,LS,nd,nd,nd,ALp,Slobb,Slobb,Slobe,SL,nd,nd,O,c,A,0,0,lpmals,nd,U,see Mishas core. limnic at 1m,,99,999,ND,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV1,photos,9/28/22
HV2-2019,HV2,HV2,HV2-2019,NSF Upper Permafrost,7/8/19 0:00,1130,2019,Jorgenson,Jorgenson,Jorgenson,n,n,n,A,Brooks Foothills,Happy Valley,HV,68.92,-148.84,388.41,,,0,GPS-recr,Perm-Soil-Veg,5m rad,1,y,HV2,HV2-2019,na,na,nd,nd,L,0,0,,nd,Fbob,nd,Fboi,Fboi,Fbob/Fboi,Fbob,nd,F,Mpm,40,999,UD,ND,nd,0,0,28,b,y,Nsa,0,0,5.2,0,99,161,5.2,161,c,999,999,ps,m,y,26,37,0,p,p,9999,9999,28,999,a,p,999,310,y,y,LS,nd,nd,nd,ALp,Slcbe,Slcbe,Slobe,SL,nd,nd,O,c,A,0,0,lpmals,nd,U,see Mishas core. limnic at 1m,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV2,photos,9/28/22
HV2-Exp-2019,HV2-Exp,HV2-Exp,HV2-2019,NSF Upper Permafrost,7/8/19 0:00,1130,2019,Jorgenson,Jorgenson,Jorgenson,n,n,n,A,Brooks Foothills,Happy Valley,HV,68.92,-148.84,388.41,,,0,GPS-recr,Perm-Soil,5m rad,1,y,nd,HV2-Exp-2019,na,na,nd,nd,L,0,0,,nd,Fbob,nd,Fboi,Fboi,Fbob/Fboi,Fbob,nd,F,Mpm,40,999,ND,ND,nd,0,0,28,b,y,Nsa,0,0,5.2,0,99,161,5.2,161,c,999,999,ps,m,y,26,37,0,p,p,9999,9999,52,999,a,p,999,80,y,y,LS,nd,nd,nd,ALp,Slcbe,Slcbe,Slobe,SL,nd,nd,O,c,A,0,0,lpmals,nd,U,see Mishas core. limnic at 1m,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV2-Exp,photos,9/28/22
HV3-2019,HV3,HV3,HV3-2019,NSF Upper Permafrost,7/8/19 0:00,1600,2019,Jorgenson,Jorgenson,Jorgenson,n,n,n,A,Brooks Foothills,Happy Valley,HV,68.94,-148.86,432.31,,,0,GPS-recr,Perm-Soil-Veg,5m rad,1,y,HV3,HV3-2019,na,na,nd,nd,U,0,0,,nd,Elui,nd,Gto,Gto,Elui/Gto,Elui,nd,Sh,Fh,30,999,UD,ND,nd,0,1,26,b,y,Nsa,0,0,6,0,99,138,6,138,a,999,999,ps,m,y,4,25,0,l,o,9999,9999,30,999,p,p,999,125,y,y,LS,nd,nd,nd,AUo,Slott,Slott,Hgmt,SK,nd,nd,O,c,A,0,0,uomcls,nd,U,see Mishas core. limnic at 1m,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV3,photos,9/28/22
HV4-2019,HV4,HV4,HV2-2019,NSF Upper Permafrost,7/8/19 0:00,1130,2019,Jorgenson,Jorgenson,Jorgenson,n,n,n,A,Brooks Foothills,Happy Valley,HV,68.92,-148.84,388.41,,,0,GPS-recr,Perm-Soil,5m rad,1,y,nd,HV4-2019,na,na,nd,nd,L,0,0,,nd,Fbob,nd,Fboi,Fboi,Fbob/Fboi,Fbob,nd,F,Mpm,40,999,ND,ND,nd,0,0,28,b,y,Nsa,0,0,5.2,0,99,161,5.2,161,c,999,999,ps,m,y,26,37,0,p,p,9999,9999,100,999,a,p,999,100,y,y,LS,nd,nd,nd,ALp,Slcbe,Slcbe,Slobe,SL,nd,nd,O,c,A,0,0,lpmals,nd,U,see Mishas core. limnic at 1m,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HV4,photos,9/28/22
IFEX1-2009,IFEX1,,IFEX1,NSF Carbon-Water,8/26/09 0:00,,2009,Jorgenson,Jorgenson,Kanevskiy,n,n,n,B,Tanana-Kuskokwim Lowlands,Innoko Flats,INFL,63.57,-157.72,30,,,,GPS-recr,Perm-Soil,1m rad,1,y,nd,IFEX-1,na,na,Unburned Wet (Frozen,Old Forest,L,0,999,,nd,Obpl,nd,Ell,Ell,Obpl/Ell,Obpl,Ob,ND,ND,999,999,UD,ND,nd,0,999,999,b,u,Nsa,0,0,0,0,99,0,0,0,X,999,999,Ps,m,y,999,999,999,U,U,9999,9999,999,999,u,p,999,9999,need,n,e,nd,nd,nd,BLU,Fnobs,Fnobs,nd,WN,picmar-betnan-vaculi-leddec-claarb-claran-,nd,nd,d,a,0,0,LPMANF,nd,U,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\IFEX1,photos,9/28/22
IFEX2-2009,IFEX2,,IFEX2,NSF Carbon-Water,8/26/09 0:00,,2009,Jorgenson,Jorgenson,Kanevskiy,n,n,n,B,Tanana-Kuskokwim Lowlands,Innoko Flats,INFL,63.57,-157.72,30,,,,GPS-recr,Perm-Soil-Veg,2 m rad,1,y,IFEX-2-2009,IFEX-2,na,na,Unburned Wet (Frozen,Old Forest,L,0,999,,nd,Obpl,nd,Ell,Ell,Obpl/Ell,Obpl,Ob,ND,ND,999,999,ND,ND,nd,0,999,-66,b,n,Nsa,0,0,0,0,99,0,0,0,X,999,999,Ps,M,y,100,999,999,P,P,9999,9999,66,999,u,p,999,524,y,n,e,nd,nd,nd,BLP,Fnobs,Fnobs,nd,WN,picmar-betnan-vaculi-leddec-claarb-claran-,nd,nd,d,a,0,0,LPMANF,nd,U,,,99,999,nd,n,n,y,UAF/AE,n,n,,1.16,108.76,2,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\IFEX2,photos,9/28/22
IFIB1-2009,IFIB1,,IFIB1,NSF Carbon-Water,8/21/09 12:25,,2009,Jorgenson,Jorgenson,Harden-Jorgenson,Wickland,n,n,B,Tanana-Kuskokwim Lowlands,Innoko Flats,INFL,63.57,-157.72,29,,,,GPS-recr,Soil-Veg-Dlog,5 m rad,1,y,IFIB-1-2009,IFIB-1,na,IFIB1,Intermediate Bog,Intermedia,L,0,999,F,Obc,Obc,nd,Ell,Ell,Obc/Ell,Obc,Ob,B,NP,999,999,BG,ND,nd,0,999,-10,b,y,Nse,0,0,0,3.8,99,0,3.8,0,A,999,999,Pv,W,y,999,999,999,P,P,9999,9999,999,999,u,a,999,108,y,n,t,nd,nd,nd,BLP,Hgwsmb,Hgwsmb,nd,BM,erisch-sphag-sphlin-sphrip---,nd,O,c,Ngt,0,49,LPWABM,nd,u,,,99,999,nd,n,n,y,UAF/AE,n,n,,0,0,1,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\IFIB1,photos,9/28/22
IFIB2-2009,IFIB2,,IFIB2,NSF Carbon-Water,8/23/09 15:11,,2009,Jorgenson,Jorgenson,Harden-Jorgenson,Wickland,n,n,B,Tanana-Kuskokwim Lowlands,Innoko Flats,INFL,63.57,-157.72,17,,,,GPS-recr,Soil-Veg-Dlog,2 m rad,1,y,IFIB-2-2009,IFIB-2,na,IFIB2,Intermediate Bog,Intermedia,L,0,999,F,Obc,Obc,nd,Ell,Ell,Obc/Ell,Obc,Ob,B,NP,999,999,BG,ND,nd,0,999,-11,b,y,Nse,0,0,3.9,3.9,0,0,3.9,0,A,999,999,Pv,W,y,154,999,999,P,P,9999,9999,999,999,u,a,999,170,y,n,t,nd,nd,nd,BLP,Hgwsmb,Hgwsmb,nd,BM,erisch-sphfle-sphrip----,nd,O,c,Ngt,0,75,LPWABM,nd,u,,"dead tree age, 30, 66, see innoko tree ring ages V2 xls file",99,999,nd,n,n,y,UAF/AE,n,n,,0.74,37.18,2,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\IFIB2,photos,9/28/22
IFIB3-2009,IFIB3,,IFIB3,NSF Carbon-Water,8/25/09 14:28,,2009,Jorgenson,Jorgenson,Harden-Jorgenson,Wickland,n,n,B,Tanana-Kuskokwim Lowlands,Innoko Flats,INFL,63.57,-157.72,24,,,,GPS-recr,Soil-Veg,2 m rad,1,y,IFIB-3-2009,IFIB-3,na,na,Intermediate Bog,Intermedia,L,0,999,,nd,Obc,nd,Ell,Ell,Obc/Ell,Obc,Ob,ND,ND,999,999,BG,ND,nd,0,999,-14,b,y,Nse,0,0,0,0,99,0,0,0,X,999,999,Pv,W,y,999,999,999,P,P,9999,9999,999,999,u,a,999,142,y,n,t,nd,nd,nd,BLP,Hgwsmb,Hgwsmb,nd,BM,erisch-sphag-sphlin-sphrip---,nd,O,c,Ngt,0,0,LPWABM,nd,u,,"dead tree age, 72, 82",99,999,nd,n,n,y,UAF/AE,n,n,,0,0,1,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\IFIB3,photos,9/28/22
IFIF-2-2009,IFIF2,,IFIF2,NSF Carbon-Water,8/26/09 0:00,,2009,Jorgenson,Jorgenson,nd,Wickland,n,n,B,Tanana-Kuskokwim Lowlands,Innoko Flats,INFL,63.57,-157.71,30,,,,GPS-recr,Veg-Dlog,2 m rad,1,y,IFIF-2-2009,na,na,IFIF2,Intermediate Fen,Intermedia,L,0,999,F,Ofc,Ofc,nd,Ell,Ell,Ofc/Ell,Ofc,Ofc,B,Ms,999,999,FC,DC,nd,0,999,-2,b,y,Nse,0,0,99,99,99,999,99,999,X,999,999,Pv,W,y,999,999,999,P,P,9999,999,999,999,u,a,999,9999,n,n,n,nd,nd,nd,BLP,Hgwgh,Hgwgh,nd,EH,water-carlim-carrot-erisch---,nd,O,c,Ngt,0,0,LPWCFM,nd,u,,,99,999,nd,n,n,y,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\IFIF2,photos,9/28/22
IFIF-3-2009,IFIF3,,IFIF3,NSF Carbon-Water,8/26/09 0:00,,2009,Jorgenson,Jorgenson,nd,Wickland,n,n,B,Tanana-Kuskokwim Lowlands,Innoko Flats,INFL,63.57,-157.72,30,,,,GPS-recr,Veg-Dlog,2 m rad,1,y,IFIF-3-2009,na,na,IFIF3,Intermediate Fen,Intermedia,L,0,999,F,Ofc,Ofc,nd,Ell,Ell,Ofc/Ell,Ofc,Ofc,B,Ms,999,999,FC,DC,nd,0,999,-4,b,y,Nse,0,0,99,99,99,999,99,999,X,999,999,Pv,W,y,999,999,999,P,P,9999,999,999,999,U,a,999,9999,n,n,n,nd,nd,nd,BLP,Hgwgh,Hgwgh,nd,EH,betnan-mentri-carlim-carrot-erisch-sphfal-,nd,O,c,Ngt,0,0,LPWCFM,nd,u,,,99,999,nd,n,n,y,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\IFIF3,photos,9/28/22
IFIF1-2009,IFIF1,,IFIF1,NSF Carbon-Water,8/26/09 15:48,,2009,Jorgenson,Jorgenson,Harden-Jorgenson,Wickland,n,n,B,Tanana-Kuskokwim Lowlands,Innoko Flats,INFL,63.57,-157.72,30,,,,GPS-recr,Soil-Veg,2 m rad,1,y,IFIF-1-2009,IFIF-1,na,na,Intermediate Fen,Intermedia,L,0,999,,nd,Ofc,nd,Ell,Ell,Ofc/Ell,Ofc,Of,ND,ND,999,999,FC,ND,nd,0,999,-6,b,y,Nse,0,0,0,0,99,0,0,0,X,999,999,Pv,W,y,999,999,999,P,P,9999,9999,999,999,u,a,999,148,y,n,t,nd,nd,nd,BLP,Hgwgh,Hgwgh,nd,EH,water-carlim-erisch----,nd,O,c,Ngt,0,0,LPWCFM,nd,u,,,99,999,nd,n,n,y,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\IFIF1,photos,9/28/22
